seed,n,p,K,m,smoothness,test_size,epsilon,method,multiplier,tau,keep,radius,nmse,support
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.9493662427133546,50
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.964099089206295,50
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9912425085226189,50
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,1.0988927820563805,50
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.0187448432133175,50
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0201518201156126,50
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.983436973179647,100
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.975369519547576,100
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9557002865633613,100
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,1.0353730869010098,100
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.0707280057757937,100
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.0829097433028612,100
7708,400000,105,13,30769,0.34303519258968035,20000,,Non-private proximal,,,,,0.8543856991103961,36
7708,400000,105,13,30769,0.34303519258968035,20000,,Constant predictor,,,,,1.074286424893649,0
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.9105819817316375,62
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.9443566243687014,10
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9973886306788623,10
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9362738011005586,10
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,1.0031397420914205,10
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.0394012032696172,10
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.103451047462571,10
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.9281977469612128,25
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9850349672528755,25
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9572892595352611,25
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.974346116642102,25
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.1069654565390408,25
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.0373703276019164,25
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.9248450448707315,50
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9823160380000466,50
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9644283780390949,50
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,1.0321344563572912,50
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.008100141423215,50
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0749605936829232,50
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.9117666105226704,100
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9386297353576364,100
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9686100671115507,100
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,1.0564299770417362,100
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.0531458323750842,100
7708,400000,105,13,30769,0.34303519258968035,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.08183380878079,100
7708,800000,105,14,57142,0.3431740339998618,20000,,Non-private proximal,,,,,0.8500475064761547,42
7708,800000,105,14,57142,0.3431740339998618,20000,,Constant predictor,,,,,1.0742920288441173,0
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.8870055584393417,68
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.9134311596462349,10
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9842135138449943,10
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.948555292639302,10
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,0.9662589148307136,10
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,0.9863183168629421,10
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.0575971954095584,10
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.9025600499073972,25
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9552288316702566,25
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9402277914865815,25
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.9282965085100497,25
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.0054610378791327,25
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.085726671426895,25
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.8916523296415726,50
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9419475772147637,50
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9371089672785162,50
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,0.9889490130153817,50
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.0623534937297516,50
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0767614031485826,50
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.8923103559001865,100
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9307258904513238,100
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9356853407431852,100
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,1.0331671409595082,100
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.0245835722077503,100
7708,800000,105,14,57142,0.3431740339998618,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.0786538062545536,100
7708,1600000,105,15,106666,0.3430194377586532,20000,,Non-private proximal,,,,,0.8475842171453478,52
7708,1600000,105,15,106666,0.3430194377586532,20000,,Constant predictor,,,,,1.0742824592611597,0
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.8706221805084202,73
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.8969198790332263,10
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9629384155114107,10
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9322316303761208,10
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,0.9418130632792658,10
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,0.9668093038805524,10
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.021111453366787,10
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.8815000245641278,25
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9557428856822572,25
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9311072736189431,25
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.9286919510879608,25
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.020913468964468,25
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.1084991085545506,25
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.8781093778915912,50
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9463138732229499,50
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9230863473966321,50
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,0.9410660831757106,50
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.008686283721327,50
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0953877202976139,50
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.8826048825586382,100
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9280354975797531,100
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9152455451922645,100
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,0.9803563925226148,100
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.037077381133159,100
7708,1600000,105,15,106666,0.3430194377586532,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.0650220206397238,100
