seed,n,p,s_star,epsilon,delta,setting,noise_scale,coef,smoothness,sigma,label_bound,clip_rate,published_sigma,method,multiplier,l2_error,support
6306,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.683520317077637,8.597906550714795,1.615,0.26325,25.52313319351188,Label-LDP Lasso (ours),0.75,0.7621546387672424,12
6306,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.683001518249512,8.597906550714795,1.615,0.02875,25.52313319351188,Non-private,,0.11550837755203247,5
6306,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.683001518249512,8.597906550714795,1.615,0.02875,25.52313319351188,Wang-Xu Label-LDP-IHT,,1.0171505212783813,5
6306,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.683001518249512,8.597906550714795,1.615,0.02875,25.52313319351188,Zero estimator,,0.9999999403953552,0
6306,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.683001518249512,8.597906550714795,1.615,0.02875,25.52313319351188,Label-LDP Lasso (ours),0.75,0.8546755909919739,14
6306,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.6717023849487305,9.32103373539826,1.615,0.25075,26.868993364057204,Non-private,,0.09709619730710983,17
6306,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.6717023849487305,9.32103373539826,1.615,0.25075,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.938418984413147,5
6306,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.6717023849487305,9.32103373539826,1.615,0.25075,26.868993364057204,Zero estimator,,0.9999999403953552,0
6306,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.6717023849487305,9.32103373539826,1.615,0.25075,26.868993364057204,Label-LDP Lasso (ours),0.75,0.7610355019569397,23
6306,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.679057598114014,9.32103373539826,1.615,0.258375,26.868993364057204,Non-private,,0.07575757801532745,23
6306,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.679057598114014,9.32103373539826,1.615,0.258375,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.9006741046905518,5
6306,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.679057598114014,9.32103373539826,1.615,0.258375,26.868993364057204,Zero estimator,,0.9999999403953552,0
6306,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.679057598114014,9.32103373539826,1.615,0.258375,26.868993364057204,Label-LDP Lasso (ours),0.75,0.7374505996704102,17
6306,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6511430740356445,9.32103373539826,1.615,0.03425,26.868993364057204,Non-private,,0.08134924620389938,5
6306,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6511430740356445,9.32103373539826,1.615,0.03425,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.7375972867012024,5
6306,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6511430740356445,9.32103373539826,1.615,0.03425,26.868993364057204,Zero estimator,,0.9999999403953552,0
6306,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6511430740356445,9.32103373539826,1.615,0.03425,26.868993364057204,Label-LDP Lasso (ours),0.75,0.48055973649024963,19
6306,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.651400089263916,10.01427957312695,1.615,0.247125,28.150582245874634,Non-private,,0.07168427109718323,32
6306,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.651400089263916,10.01427957312695,1.615,0.247125,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.6789617538452148,5
6306,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.651400089263916,10.01427957312695,1.615,0.247125,28.150582245874634,Zero estimator,,0.9999999403953552,0
6306,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.651400089263916,10.01427957312695,1.615,0.247125,28.150582245874634,Label-LDP Lasso (ours),0.75,0.6576399207115173,20
6306,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.642907619476318,10.01427957312695,1.615,0.2534375,28.150582245874634,Non-private,,0.08103413134813309,26
6306,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.642907619476318,10.01427957312695,1.615,0.2534375,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7697757482528687,5
6306,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.642907619476318,10.01427957312695,1.615,0.2534375,28.150582245874634,Zero estimator,,0.9999999403953552,0
6306,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.642907619476318,10.01427957312695,1.615,0.2534375,28.150582245874634,Label-LDP Lasso (ours),0.75,0.6291013360023499,20
6306,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.627691745758057,10.01427957312695,1.615,0.0321875,28.150582245874634,Non-private,,0.06173872947692871,5
6306,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.627691745758057,10.01427957312695,1.615,0.0321875,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.733399510383606,5
6306,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.627691745758057,10.01427957312695,1.615,0.0321875,28.150582245874634,Zero estimator,,0.9999999403953552,0
6306,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.627691745758057,10.01427957312695,1.615,0.0321875,28.150582245874634,Label-LDP Lasso (ours),0.75,0.566055953502655,15
6307,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.712871551513672,7.842271706420105,1.615,0.24,24.102237481813713,Non-private,,0.17449624836444855,19
6307,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.712871551513672,7.842271706420105,1.615,0.24,24.102237481813713,Wang-Xu Label-LDP-IHT,,0.9338578581809998,5
6307,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.712871551513672,7.842271706420105,1.615,0.24,24.102237481813713,Zero estimator,,0.9999999403953552,0
6307,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.712871551513672,7.842271706420105,1.615,0.24,24.102237481813713,Label-LDP Lasso (ours),0.75,0.7065885663032532,7
6307,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.715492248535156,7.842271706420105,1.615,0.2695,24.102237481813713,Non-private,,0.11905868351459503,14
6307,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.715492248535156,7.842271706420105,1.615,0.2695,24.102237481813713,Wang-Xu Label-LDP-IHT,,1.4142135381698608,5
6307,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.715492248535156,7.842271706420105,1.615,0.2695,24.102237481813713,Zero estimator,,0.9999999403953552,0
6307,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.715492248535156,7.842271706420105,1.615,0.2695,24.102237481813713,Label-LDP Lasso (ours),0.75,1.012539029121399,9
6307,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.650633811950684,7.842271706420105,1.615,0.036,24.102237481813713,Non-private,,0.14614206552505493,5
6307,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.650633811950684,7.842271706420105,1.615,0.036,24.102237481813713,Wang-Xu Label-LDP-IHT,,0.935276985168457,5
6307,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.650633811950684,7.842271706420105,1.615,0.036,24.102237481813713,Zero estimator,,0.9999999403953552,0
6307,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.650633811950684,7.842271706420105,1.615,0.036,24.102237481813713,Label-LDP Lasso (ours),0.75,0.6661350727081299,8
6307,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.6410322189331055,8.597906550714795,1.615,0.24675,25.52313319351188,Non-private,,0.11864066869020462,12
6307,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.6410322189331055,8.597906550714795,1.615,0.24675,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.8814938068389893,5
6307,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.6410322189331055,8.597906550714795,1.615,0.24675,25.52313319351188,Zero estimator,,0.9999999403953552,0
6307,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.6410322189331055,8.597906550714795,1.615,0.24675,25.52313319351188,Label-LDP Lasso (ours),0.75,0.6239726543426514,12
6307,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.667150497436523,8.597906550714795,1.615,0.26525,25.52313319351188,Non-private,,0.11059466749429703,23
6307,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.667150497436523,8.597906550714795,1.615,0.26525,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.8962663412094116,5
6307,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.667150497436523,8.597906550714795,1.615,0.26525,25.52313319351188,Zero estimator,,0.9999999403953552,0
6307,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.667150497436523,8.597906550714795,1.615,0.26525,25.52313319351188,Label-LDP Lasso (ours),0.75,0.6372750401496887,13
6307,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.648229598999023,8.597906550714795,1.615,0.03075,25.52313319351188,Non-private,,0.11414619535207748,5
6307,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.648229598999023,8.597906550714795,1.615,0.03075,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.9320424199104309,5
6307,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.648229598999023,8.597906550714795,1.615,0.03075,25.52313319351188,Zero estimator,,0.9999999403953552,0
6307,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.648229598999023,8.597906550714795,1.615,0.03075,25.52313319351188,Label-LDP Lasso (ours),0.75,0.6843048334121704,13
6307,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.639150619506836,9.32103373539826,1.615,0.25075,26.868993364057204,Non-private,,0.08604905009269714,18
6307,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.639150619506836,9.32103373539826,1.615,0.25075,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.863145112991333,5
6307,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.639150619506836,9.32103373539826,1.615,0.25075,26.868993364057204,Zero estimator,,0.9999999403953552,0
6307,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.639150619506836,9.32103373539826,1.615,0.25075,26.868993364057204,Label-LDP Lasso (ours),0.75,0.6619915962219238,11
6307,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.672313213348389,9.32103373539826,1.615,0.259625,26.868993364057204,Non-private,,0.06487789750099182,23
6307,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.672313213348389,9.32103373539826,1.615,0.259625,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.8618073463439941,5
6307,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.672313213348389,9.32103373539826,1.615,0.259625,26.868993364057204,Zero estimator,,0.9999999403953552,0
6307,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.672313213348389,9.32103373539826,1.615,0.259625,26.868993364057204,Label-LDP Lasso (ours),0.75,0.6822354197502136,16
6307,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.66573429107666,9.32103373539826,1.615,0.029875,26.868993364057204,Non-private,,0.08324859291315079,5
6307,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.66573429107666,9.32103373539826,1.615,0.029875,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.7807961702346802,5
6307,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.66573429107666,9.32103373539826,1.615,0.029875,26.868993364057204,Zero estimator,,0.9999999403953552,0
6307,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.66573429107666,9.32103373539826,1.615,0.029875,26.868993364057204,Label-LDP Lasso (ours),0.75,0.5229280591011047,18
6307,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6765360832214355,10.01427957312695,1.615,0.246875,28.150582245874634,Non-private,,0.07099132239818573,26
6307,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6765360832214355,10.01427957312695,1.615,0.246875,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7884561419487,5
6307,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6765360832214355,10.01427957312695,1.615,0.246875,28.150582245874634,Zero estimator,,0.9999999403953552,0
6307,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6765360832214355,10.01427957312695,1.615,0.246875,28.150582245874634,Label-LDP Lasso (ours),0.75,0.6799485087394714,15
6307,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.676419734954834,10.01427957312695,1.615,0.26375,28.150582245874634,Non-private,,0.059245068579912186,26
6307,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.676419734954834,10.01427957312695,1.615,0.26375,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7748426795005798,5
6307,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.676419734954834,10.01427957312695,1.615,0.26375,28.150582245874634,Zero estimator,,0.9999999403953552,0
6307,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.676419734954834,10.01427957312695,1.615,0.26375,28.150582245874634,Label-LDP Lasso (ours),0.75,0.5765314102172852,22
6307,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.657281875610352,10.01427957312695,1.615,0.03225,28.150582245874634,Non-private,,0.059943173080682755,5
6307,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.657281875610352,10.01427957312695,1.615,0.03225,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7245946526527405,5
6307,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.657281875610352,10.01427957312695,1.615,0.03225,28.150582245874634,Zero estimator,,0.9999999403953552,0
6307,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.657281875610352,10.01427957312695,1.615,0.03225,28.150582245874634,Label-LDP Lasso (ours),0.75,0.5168522000312805,30
6308,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.671375274658203,7.842271706420105,1.615,0.2635,24.102237481813713,Non-private,,0.16173575818538666,16
6308,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.671375274658203,7.842271706420105,1.615,0.2635,24.102237481813713,Wang-Xu Label-LDP-IHT,,0.9430680871009827,5
6308,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.671375274658203,7.842271706420105,1.615,0.2635,24.102237481813713,Zero estimator,,0.9999999403953552,0
6308,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.671375274658203,7.842271706420105,1.615,0.2635,24.102237481813713,Label-LDP Lasso (ours),0.75,0.6638790965080261,8
6308,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.651955604553223,7.842271706420105,1.615,0.2585,24.102237481813713,Non-private,,0.1518944352865219,10
6308,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.651955604553223,7.842271706420105,1.615,0.2585,24.102237481813713,Wang-Xu Label-LDP-IHT,,1.0524413585662842,5
6308,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.651955604553223,7.842271706420105,1.615,0.2585,24.102237481813713,Zero estimator,,0.9999999403953552,0
6308,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.651955604553223,7.842271706420105,1.615,0.2585,24.102237481813713,Label-LDP Lasso (ours),0.75,0.8861437439918518,15
6308,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.692647933959961,7.842271706420105,1.615,0.0325,24.102237481813713,Non-private,,0.15872228145599365,5
6308,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.692647933959961,7.842271706420105,1.615,0.0325,24.102237481813713,Wang-Xu Label-LDP-IHT,,0.9511240124702454,5
6308,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.692647933959961,7.842271706420105,1.615,0.0325,24.102237481813713,Zero estimator,,0.9999999403953552,0
6308,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.692647933959961,7.842271706420105,1.615,0.0325,24.102237481813713,Label-LDP Lasso (ours),0.75,0.6592146158218384,10
6308,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.729355335235596,8.597906550714795,1.615,0.2395,25.52313319351188,Non-private,,0.15106691420078278,14
6308,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.729355335235596,8.597906550714795,1.615,0.2395,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.9972022175788879,5
6308,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.729355335235596,8.597906550714795,1.615,0.2395,25.52313319351188,Zero estimator,,0.9999999403953552,0
6308,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.729355335235596,8.597906550714795,1.615,0.2395,25.52313319351188,Label-LDP Lasso (ours),0.75,0.7748587131500244,14
6308,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.646389007568359,8.597906550714795,1.615,0.27025,25.52313319351188,Non-private,,0.12195351719856262,16
6308,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.646389007568359,8.597906550714795,1.615,0.27025,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.8680112957954407,5
6308,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.646389007568359,8.597906550714795,1.615,0.27025,25.52313319351188,Zero estimator,,0.9999999403953552,0
6308,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.646389007568359,8.597906550714795,1.615,0.27025,25.52313319351188,Label-LDP Lasso (ours),0.75,0.6008023023605347,13
6308,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.682013511657715,8.597906550714795,1.615,0.029,25.52313319351188,Non-private,,0.11203435808420181,5
6308,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.682013511657715,8.597906550714795,1.615,0.029,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.8364865183830261,5
6308,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.682013511657715,8.597906550714795,1.615,0.029,25.52313319351188,Zero estimator,,0.9999999403953552,0
6308,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.682013511657715,8.597906550714795,1.615,0.029,25.52313319351188,Label-LDP Lasso (ours),0.75,0.5383374691009521,20
6308,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.653285980224609,9.32103373539826,1.615,0.253375,26.868993364057204,Non-private,,0.08093409240245819,18
6308,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.653285980224609,9.32103373539826,1.615,0.253375,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.8974835872650146,5
6308,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.653285980224609,9.32103373539826,1.615,0.253375,26.868993364057204,Zero estimator,,0.9999999403953552,0
6308,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.653285980224609,9.32103373539826,1.615,0.253375,26.868993364057204,Label-LDP Lasso (ours),0.75,0.7238805294036865,20
6308,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.657323837280273,9.32103373539826,1.615,0.272,26.868993364057204,Non-private,,0.09113108366727829,23
6308,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.657323837280273,9.32103373539826,1.615,0.272,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.9091656804084778,5
6308,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.657323837280273,9.32103373539826,1.615,0.272,26.868993364057204,Zero estimator,,0.9999999403953552,0
6308,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.657323837280273,9.32103373539826,1.615,0.272,26.868993364057204,Label-LDP Lasso (ours),0.75,0.6986990571022034,17
6308,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.668242454528809,9.32103373539826,1.615,0.03425,26.868993364057204,Non-private,,0.08283153176307678,5
6308,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.668242454528809,9.32103373539826,1.615,0.03425,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.773362934589386,5
6308,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.668242454528809,9.32103373539826,1.615,0.03425,26.868993364057204,Zero estimator,,0.9999999403953552,0
6308,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.668242454528809,9.32103373539826,1.615,0.03425,26.868993364057204,Label-LDP Lasso (ours),0.75,0.5407307147979736,14
6308,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648438453674316,10.01427957312695,1.615,0.254375,28.150582245874634,Non-private,,0.056490521878004074,20
6308,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648438453674316,10.01427957312695,1.615,0.254375,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7922192811965942,5
6308,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648438453674316,10.01427957312695,1.615,0.254375,28.150582245874634,Zero estimator,,0.9999999403953552,0
6308,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648438453674316,10.01427957312695,1.615,0.254375,28.150582245874634,Label-LDP Lasso (ours),0.75,0.6305652260780334,31
6308,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.6465630531311035,10.01427957312695,1.615,0.2548125,28.150582245874634,Non-private,,0.07125652581453323,28
6308,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.6465630531311035,10.01427957312695,1.615,0.2548125,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.5825488567352295,5
6308,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.6465630531311035,10.01427957312695,1.615,0.2548125,28.150582245874634,Zero estimator,,0.9999999403953552,0
6308,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.6465630531311035,10.01427957312695,1.615,0.2548125,28.150582245874634,Label-LDP Lasso (ours),0.75,0.548435389995575,18
6308,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671115398406982,10.01427957312695,1.615,0.0308125,28.150582245874634,Non-private,,0.06073075532913208,5
6308,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671115398406982,10.01427957312695,1.615,0.0308125,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.5166611671447754,5
6308,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671115398406982,10.01427957312695,1.615,0.0308125,28.150582245874634,Zero estimator,,0.9999999403953552,0
6308,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671115398406982,10.01427957312695,1.615,0.0308125,28.150582245874634,Label-LDP Lasso (ours),0.75,0.38201704621315,26
